Issue key,Issue id,Status,Created,Updated,Assignee,Creator,Description,Summary
DEMO-591,11396,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-590,11395,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-589,11394,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-588,11393,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-587,11392,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-586,11391,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-585,11387,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-584,11386,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-583,11385,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-582,11389,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-581,11384,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-580,11388,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-579,11390,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-578,11383,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-577,11382,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-576,11381,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-575,11380,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-574,11379,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-573,11378,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-572,11377,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-571,11376,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-570,11375,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-569,11374,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-568,11373,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-567,11372,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-566,11371,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-565,11370,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-564,11369,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-563,11368,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-562,11367,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-561,11366,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-560,11365,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-559,11364,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-558,11362,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-557,11363,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-556,11361,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-555,11360,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-554,11359,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-553,11358,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-552,11357,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-551,11356,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-550,11355,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-549,11354,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-548,11353,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-547,11352,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-546,11351,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-545,11350,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-544,11349,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-543,11347,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-542,11346,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-541,11348,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-540,11345,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-539,11344,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-538,11343,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-537,11342,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-536,11341,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-535,11340,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-534,11339,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-533,11338,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-532,11337,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-531,11336,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-530,11335,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-529,11334,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-528,11400,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,,Test01
DEMO-527,11333,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-526,11332,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-525,11331,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-524,11330,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-523,11329,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-522,11328,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-521,11327,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-520,11326,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-519,11325,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-518,11324,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-517,11323,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-516,11321,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-515,11322,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-514,11320,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-513,11318,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-512,11319,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-511,11317,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-510,11316,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-509,11315,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-508,11314,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-507,11313,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-506,11312,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-505,11311,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-504,11310,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-503,11309,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-502,11308,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-501,11306,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-500,11305,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-499,11307,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-498,11304,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-497,11303,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-496,11301,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-495,11302,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-494,11300,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-493,11299,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-492,11298,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-491,11297,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-490,11296,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-489,11295,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-488,11294,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-487,11293,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-486,11292,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-485,11290,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-484,11291,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-483,11289,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-482,11288,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-481,11287,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-480,11286,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-479,11285,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-478,11284,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-477,11283,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-476,11282,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-475,11281,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-474,11280,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-473,11279,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-472,11278,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-471,11277,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-470,11276,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-469,11275,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-468,11274,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-467,11273,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-466,11272,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-465,11271,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-464,11270,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-463,11269,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-462,11267,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-461,11268,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-460,11265,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-459,11264,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-458,11266,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-457,11263,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-456,11262,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-455,11261,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-454,11260,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-453,11259,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-452,11258,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-451,11256,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-450,11257,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-449,11255,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-448,11254,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-447,11253,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-446,11252,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-445,11251,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-444,11250,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-443,11249,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-442,11248,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-441,11247,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-440,11246,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-439,11245,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-438,11243,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-437,11244,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-436,11242,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-435,11241,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-434,11239,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-433,11240,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-432,11238,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-431,11237,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-430,11236,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-429,11235,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-428,11234,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-427,11232,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-426,11233,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-425,11231,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-424,11230,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-423,11229,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-422,11228,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-421,11227,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-420,11225,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-419,11226,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-418,11224,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-417,11223,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-416,11222,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-415,11221,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-414,11220,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-413,11219,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-412,11218,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-411,11217,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-410,11216,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-409,11215,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-408,11214,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-407,11213,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-406,11212,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-405,11211,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-404,11210,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-403,11208,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-402,11207,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-401,11209,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-400,11206,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-399,11205,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-398,11204,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-397,11203,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-396,11202,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-395,11201,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-394,11200,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-393,10899,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-392,10898,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-391,10896,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-390,10897,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-389,10895,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-388,10894,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-387,10893,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
DEMO-386,10892,Backlog,07/Jun/18 3:08 PM,07/Jun/18 3:08 PM,,jiraadmin,Descript,MikeDemo2
